id,tempo,genre,duration_ms,energy,loudness,acousticness,album_name,macro_genre,instrumentalness,liveness,artists,popularity,speechiness,danceability,mode,valence,name,key
4VK6BFsd38Gl9jDuLdPMZw,154.118,dub,222600.0,0.716,-8.962,0.057,Smash Hits,Reggae,4.25e-06,0.36,Steel Pulse,55.0,0.0879,0.707,0.0,0.966,Your House,10.0
4VKI2yBkCE4mWhFBwZp0LU,95.018,latin,175533.0,0.905,-3.686,0.139,DIVA- Platinum Edition,Latin,1.01e-05,0.228,Ivy Queen,55.0,0.0588,0.846,0.0,0.843,Quiero Saber,6.0
4VKUXothA6xoivFiep1gLv,95.124,hardcore,203579.0,0.958,-6.203,0.0113,Seperti Api,Metal,0.667,0.138,Seringai,33.0,0.054,0.59,1.0,0.409,Persetan,6.0
4VKVl3wR3qFpZtzWlScvx4,151.924,mandopop,246173.0,0.893,-2.078,0.192,Fighting !,Pop,0.0,0.0899,TANK 呂建忠,40.0,0.0445,0.531,0.0,0.812,Three Kingdom Love,4.0
4VKgqolJpYl6HhcLGhGogR,84.886,sleep,116815.0,0.119,-25.16,0.704,Shhhh Baby Shusher Mama Shushing Background Fan (Loopable),Ambient/Chill,0.913,0.543,Baby Sleep;Baby Shushing;Dreams of Dreams,40.0,0.0501,0.153,0.0,0.0342,Shhhh Baby Shusher Mama Shushing Background Fan (Loopable),6.0
4VMQ52kwhOECEsDGstxyBj,102.591,guitar,267400.0,0.00981,-29.496,0.996,Kete - Piano Music of Africa and the African Diaspora,Instrumental,0.936,0.0839,Laurindo Almeida;William Chapman Nyaho,36.0,0.036,0.419,0.0,0.203,Lament in Tremelo Form,2.0
4VNaf2gQOAcqRIsbdnqKvu,89.978,french,288460.0,0.555,-7.365,0.761,HALLUCINATIONS,Regional,2.25e-06,0.0862,Ashh,32.0,0.12,0.452,0.0,0.386,HALLUCINATIONS,5.0
4VNkUw1GFjo9chovxugXeP,171.078,bluegrass,207213.0,0.758,-4.539,0.662,One More Time Before You Go,Folk/Country,0.0,0.218,Dan Tyminski;Gaven Largent,21.0,0.055,0.496,1.0,0.73,Why You Been Gone So Long (feat. Gaven Largent),4.0
4VOBKFxkbOU3rV0IsAWpqe,123.502,edm,160857.0,0.769,-2.97,0.0524,Touching Me,Electronic,0.0161,0.254,Skytech,45.0,0.0729,0.618,1.0,0.563,Touching Me,1.0
4VOEvTnMKGmyL4HKCervmR,126.015,edm,149524.0,0.918,-2.993,0.000714,Mumble,Electronic,0.00609,0.303,TV Noise,42.0,0.119,0.75,1.0,0.394,Mumble,0.0
4VONQfJq7g6U4KUNoEBH8I,181.668,sleep,121077.0,0.892,-13.16,0.831,180 Nature Sounds,Ambient/Chill,0.94,0.252,Nature Sounds,34.0,0.104,0.0706,1.0,0.0368,Strong Canyon Wind Howling,1.0
4VONhqGmUBlYmlBKQlyims,84.012,sad,150093.0,0.449,-8.294,0.555,time limits,Mood,0.0,0.219,sammy rash,51.0,0.0709,0.826,1.0,0.962,time limits,8.0
4VORfYzfCtccllDpHjIodE,136.696,detroit-techno,317946.0,0.935,-11.499,0.000868,Electronic Warfare 2.0,Electronic,0.922,0.448,Underground Resistance,5.0,0.0549,0.596,0.0,0.902,Tazumal,4.0
4VOSwu01kbILSLnLTD6oG0,75.168,rap,193627.0,0.62,-6.454,0.132,Anotha Day Anotha Balla,Hip-Hop/R&B,0.0,0.112,South Circle,17.0,0.296,0.704,1.0,0.712,Anotha Day Anotha Balla,7.0
4VP37dqsrYmgYiAF7MO4i1,157.621,blues,163066.0,0.848,-10.054,0.739,60s Christmas Party,Jazz/Blues,4.67e-06,0.245,Chuck Berry,0.0,0.125,0.572,1.0,0.927,You Never Can Tell - 1964 Single Version,7.0
4VPGTCOOME5IrHumFRPohU,175.005,happy,352483.0,0.986,-1.871,0.179,Cartoons In Progress (The 2013 Remixes),Mood,0.662,0.0805,DJ Sim,23.0,0.0991,0.509,0.0,0.0385,Cartoons in Progress - D-Tune Remix,6.0
4VPXFi4vFTtS9wHe6oMQaT,130.813,electro,180640.0,0.332,-9.244,0.784,So Good,Electronic,0.000122,0.146,Zara Larsson,66.0,0.0338,0.485,1.0,0.273,I Can't Fall in Love Without You,4.0
4VPYyEXZ4TE4Nq8fUTG0hg,131.67,tango,178013.0,0.66,-8.784,0.881,El Firulete,Latin,1.22e-05,0.231,Julio Sosa;Leopoldo Federico y su Orquesta,26.0,0.146,0.45,1.0,0.734,Viejo Rincón (with Leopoldo Federico y Su Orquesta),7.0
4VPlKUSjC9HdZdUbFZ0Y5y,107.851,r&b,195452.0,0.447,-4.699,0.816,What a Time To Be Alive (Deluxe Edition),Hip-Hop/R&B,0.0,0.277,Tom Walker,69.0,0.0287,0.586,1.0,0.441,Better Half of Me,3.0
4VPq4O1fhqHyKpP2UoKryq,79.314,rock-n-roll,132000.0,0.951,-0.131,0.784,Teenage Monster (Spooky Monster Music),Rock,0.0721,0.279,The Big Bopper,0.0,0.279,0.725,0.0,0.969,Purple People Eater Meets the Witch Doctor,3.0
4VQAuV4Sj6JGwdvpiRKeqg,132.649,bluegrass,246880.0,0.117,-15.58,0.878,This Side,Folk/Country,7.15e-05,0.106,Nickel Creek,24.0,0.0425,0.574,1.0,0.196,Hanging By A Thread,2.0
4VQBQwuYMTSMUYoz0GJBw1,119.886,r&b,194821.0,0.375,-14.958,0.768,The Numb Soul,Hip-Hop/R&B,0.0,0.171,Marc Oso,3.0,0.173,0.779,0.0,0.189,Keep Moving,3.0
4VQNCzfZ3MdHEwwErNXpBo,93.279,funk,307773.0,0.723,-5.968,0.0293,All Eyez On Me,Jazz/Blues,0.0,0.327,2Pac;Big Syke,77.0,0.247,0.872,1.0,0.843,All Eyez On Me (ft. Big Syke),1.0
4VRQ1j8EJOUs5RFqJoNI7r,121.14,honky-tonk,155533.0,0.536,-9.126,0.712,Greatest Hits,Folk/Country,2.15e-06,0.237,Ray Price,15.0,0.04,0.4,1.0,0.722,My Shoes Keep Walking Back to You,7.0
4VRRbrw7ai2mztUrXrAvfd,162.253,rock,177048.0,0.91,-3.268,0.000198,Bulletproof,Rock,0.0,0.156,Godsmack,56.0,0.133,0.39,0.0,0.644,Bulletproof,5.0
4VS6PK5bVEBtEt4lLvLYoi,158.12,world-music,246640.0,0.814,-6.366,0.00167,Let It Echo (Live),World,1.09e-05,0.398,Jesus Culture;Chris Quilala,43.0,0.0439,0.493,0.0,0.362,Fierce - Live,11.0
4VSDHncHqb5DjWdVAGF9Nq,74.969,breakbeat,185600.0,0.914,-1.413,0.156,Monster,Electronic,6.92e-05,0.15,Datsik;1000volts;Redman;Jayceeoh,43.0,0.31,0.728,0.0,0.527,Monster,0.0
4VSyH8AkIt3kaR5xIPFVVi,92.183,r&b,166693.0,0.725,-7.435,0.0348,702,Hip-Hop/R&B,0.0163,0.194,702,58.0,0.0505,0.704,1.0,0.761,Where My Girls At,4.0
4VT1tQFtw69IzXV60CwxZQ,130.01,detroit-techno,446466.0,0.551,-13.626,0.0282,History Elevate Remixed,Electronic,0.226,0.114,Kevin Saunderson,5.0,0.0691,0.723,0.0,0.0397,Rock to the Beat - Ben Sims Remix,4.0
4VTYAMP7kQ7YjmGpGtuJBo,68.942,sleep,183996.0,0.0581,-27.906,0.842,Lighthouses (Ambient Version),Ambient/Chill,0.624,0.109,Felix Werner,59.0,0.0502,0.208,1.0,0.0394,Lighthouses - Ambient Version,2.0
4VU3J4TXxsclbLXPBSELfw,146.958,malay,197053.0,0.489,-9.694,0.402,Sita kalyana vaibhogame,World,0.000697,0.284,Kavya Ajit,28.0,0.0397,0.557,1.0,0.41,Sita kalyana vaibhogame,11.0
4VUpM5CFGeaeWY7akhQwQB,93.98,hip-hop,301348.0,0.618,-6.133,0.2,Bambiha Bole (feat. Sidhu Moose Wala),Hip-Hop/R&B,0.0,0.468,Amrit Maan;Sidhu Moose Wala,62.0,0.086,0.775,1.0,0.654,Bambiha Bole,6.0
4VUwkH455At9kENOfzTqmF,100.027,dance,180000.0,0.717,-4.722,0.346,Beautiful (feat. Camila Cabello),Electronic,0.0,0.105,Bazzi;Camila Cabello,74.0,0.0337,0.638,1.0,0.249,Beautiful (feat. Camila Cabello),2.0
4VVzgTike7FW8OiUIDN7hk,123.984,progressive-house,149516.0,0.822,-6.678,0.00677,Easy,Electronic,0.000134,0.121,Nicky Romero;NIIKO X SWAE,59.0,0.043,0.689,0.0,0.673,Easy,0.0
4VWE88XtRQXmOH0JPzwN5T,136.057,cantopop,252000.0,0.33,-9.607,0.933,REVISIT,Pop,8.66e-05,0.111,Leslie Cheung,42.0,0.0389,0.586,1.0,0.471,春夏秋冬 A Balloon's Journey,1.0
4VWbPQUPvLes814r6T11Jz,111.577,french,157626.0,0.454,-8.251,0.456,Les Champs-Èlysées,Regional,0.0,0.155,Joe Dassin,63.0,0.0489,0.783,1.0,0.711,Les Champs-Elysées,4.0
4VWlZb7Xiq1Im9Abzhe9fp,162.032,forro,160682.0,0.877,-5.182,0.335,Saudade Véia (Ao Vivo),Latin,0.0,0.128,Humberto & Ronaldo,57.0,0.0526,0.633,1.0,0.913,Saudade Véia - Ao Vivo,1.0
4VWmpMImykyS9BgakVhLoi,90.166,spanish,201945.0,0.869,-6.117,0.398,Rap x siempre,Regional,0.0,0.586,Mala Rodríguez,0.0,0.137,0.701,1.0,0.517,Lluvia,1.0
4VWn7L2kONeMEQ6cAIfzXC,177.792,mandopop,256666.0,0.329,-10.366,0.725,杰倫,Pop,8.51e-06,0.245,Jay Chou,54.0,0.0349,0.637,1.0,0.255,星晴,7.0
4VX39ulMXYlgBivW2UHdze,127.823,kids,173798.0,0.423,-6.311,0.517,Desmond Cool Jams,Kids,0.0,0.35,Desmond Dennis,9.0,0.0412,0.765,0.0,0.737,Brush Your Teeth,10.0
4VX3CpgAIuhTg4Qg1gh56x,105.018,indie-pop,129142.0,0.748,-4.4,0.0675,Tutti in piscina Canzoni per bambini,Alternative,0.0184,0.275,Tananai,0.0,0.166,0.871,0.0,0.517,PASTA,6.0
4VYc3oR2FH4ea4HYn07fBF,137.009,garage,145975.0,0.81,-4.561,0.0185,Wicked Nature,Electronic,6.38e-06,0.0555,The Vines,56.0,0.0617,0.642,1.0,0.851,Green Utopia,2.0
4VZAiJm5BugPrnlsMzqgUu,126.908,idm,393195.0,0.263,-23.191,0.74,Succour (Redux),Electronic,0.948,0.0947,Seefeel,27.0,0.0341,0.603,1.0,0.0468,Monastic,8.0
4VZO5W0fsTU6jkurFkIkGT,174.012,ska,192000.0,0.967,-2.408,0.0216,Ni Carne Ni Pescado,Reggae,0.0,0.0467,Panteon Rococo,39.0,0.125,0.593,0.0,0.923,Déjala Tranquila,1.0
4VZfbCPLttQcyRP2BH0RK9,149.997,emo,140889.0,0.707,-10.455,0.00406,Monster,Alternative,0.0,0.0998,Nick Bonin,45.0,0.0478,0.655,1.0,0.498,Monster,6.0
4VZoV9VDa9fbAu9bLNjJL3,90.072,anime,295666.0,0.918,-5.51,0.000536,Tokyo Revengers Original Soundtrack,Soundtrack,0.846,0.197,Hiroaki Tsutsumi,43.0,0.078,0.36,0.0,0.0856,This Is Revenge,2.0
4VZqskW4A7pZIsRZ7SGDxe,168.073,forro,143421.0,0.962,-2.555,0.368,"Da Roça Pra Cidade (Ao Vivo), Vol. 04",Latin,0.0,0.123,Os Barões Da Pisadinha,40.0,0.0377,0.555,1.0,0.935,Mordidinha - Ao Vivo,7.0
4VaautwnWDkePRnzcDhAYY,115.29,r&b,239453.0,0.491,-10.744,0.00018,Soul Power,Hip-Hop/R&B,0.0025,0.136,Curtis Harding,40.0,0.0278,0.673,1.0,0.331,Heaven's On The Other Side,0.0
4VaiZPR2liTcuoftXVoKK4,79.99,malay,232062.0,0.536,-8.63,0.717,Once Upon A Blue Moon,World,0.0025,0.162,Pina Colada Blues;Aromal Chekaver,30.0,0.0393,0.426,1.0,0.211,Pularikal,0.0
4VaoEK74pHlhf72js5Kbwy,120.008,r&b,194668.0,0.846,-6.393,0.0316,CHEESECAKE+,Hip-Hop/R&B,0.0,0.136,LemKuuja,0.0,0.26,0.738,1.0,0.571,Keep On Baby!,7.0
4Vb4JXSztWD2GXNqKs1GJs,159.849,forro,227506.0,0.793,-3.998,0.391,"Moldura, Vol. 3",Latin,5.03e-06,0.302,Desejo de Menina,39.0,0.0316,0.572,1.0,0.756,Rotina,5.0
4Vb5Y6RQztThqqqFre24wL,118.504,groove,285962.0,0.982,-4.079,0.00242,Ashes of the Wake (15th Anniversary),Metal,0.00112,0.323,Lamb of God,60.0,0.201,0.413,0.0,0.155,Omerta,6.0
4Vb8CqP2qhyPolnu729yIS,103.486,trance,119273.0,0.945,-4.531,0.0216,RAZ WORLD 2019,Electronic,0.69,0.0948,Raz,51.0,0.0423,0.665,1.0,0.252,Psy & Fly,6.0
4VbDTk82rqWqVgoQC93CkC,135.86,acoustic,218531.0,0.378,-9.019,0.852,Dive Deep (Hushed),Folk/Country,0.000212,0.0937,Andrew Belle,58.0,0.0332,0.507,1.0,0.085,Dive Deep (Hushed),9.0
4VbgBIyek7eDZasMZ2OBQn,179.984,french,97333.0,0.398,-10.816,0.474,Mes Ex,Regional,0.0,0.121,Spider ZED,34.0,0.296,0.71,0.0,0.796,"Mes Ex, Pt. 3",6.0
4Vbwap6K56bB5sYnBBD6GY,77.404,club,195440.0,0.12,-12.637,0.979,The Quarterback,Electronic,0.00154,0.0816,Glee Cast,46.0,0.0335,0.37,1.0,0.19,Make You Feel My Love (Glee Cast Version),10.0
4Vbz3osCh6DwHYv5gVv5H2,125.993,pop,208107.0,0.733,-5.539,0.0249,Snacks,Pop,0.000318,0.127,Jax Jones,66.0,0.0382,0.724,0.0,0.672,Breathe (feat. Ina Wroldsen),11.0
4VbzQMwsewpRkpiA5GioCw,152.46,r-n-b,194188.0,0.426,-9.389,0.598,15 Éxitos,Hip-Hop/R&B,2.16e-06,0.325,Joan Sebastian,42.0,0.0315,0.483,1.0,0.662,Contigo O Sin Ti,2.0
4VcN84ZdC7doe4yoIarJUA,136.419,death-metal,253988.0,0.989,-4.006,6e-06,Brotherhood of the Snake,Metal,0.179,0.122,Testament,52.0,0.11,0.289,1.0,0.198,Brotherhood of the Snake,1.0
4VcV0t8VN6AZcWTznJOUUN,131.396,r&b,216546.0,0.731,-3.438,0.278,Changing Faces,Hip-Hop/R&B,0.0,0.258,Changing Faces,43.0,0.0279,0.73,0.0,0.649,Stroke You Up,3.0
4VckRQW4RhwwIx6p8HSAbE,119.986,pop,261939.0,0.868,-3.346,0.173,Lighthouse,Pop,0.000539,0.0695,Sam Padrul,26.0,0.0315,0.684,0.0,0.745,Lighthouse,9.0
4Vclf2L3pVnm75lYsq97VH,120.992,dance,288960.0,0.751,-6.358,2.97e-05,Halloween 2022,Electronic,4.96e-05,0.163,Lady Gaga,0.0,0.0324,0.639,0.0,0.14,Dance In The Dark,0.0
4Vd9TNus4Al9GksXQeL7LR,166.855,romance,288760.0,0.394,-10.976,0.924,Ayrılıq,Mood,0.0012,0.37,Rashid Beibutov,30.0,0.0399,0.228,1.0,0.437,Ayrılıq,2.0
4VdLOyYe6ZEyLx0LbYdyvy,70.964,sleep,194648.0,0.00316,-38.615,0.991,Querencia,Ambient/Chill,0.931,0.111,Cameron Sinosa,59.0,0.0422,0.17,0.0,0.0946,Querencia,5.0
4VdNmAeyZiriGYU0jet3SW,176.802,show-tunes,164613.0,0.487,-7.193,0.586,BOMBSHELL,Soundtrack,0.0,0.237,SMASH Cast;Bernadette Peters;Sophia Caruso,21.0,0.368,0.576,1.0,0.714,At Your Feet (SMASH Cast Version) (feat. Bernadette Peters with Sophia Caruso),9.0
4VdP7DXnWGS7ReVLlDZrOy,172.015,drum-and-bass,305267.0,0.86,-5.572,0.00272,All or Nothing,Electronic,0.492,0.316,Calyx & TeeBee,18.0,0.179,0.538,1.0,0.364,Scavenger,7.0
4Vdbb7QK3czCJVdfxOBbCZ,115.014,pop,268040.0,0.641,-7.008,0.0827,West Of The West,Pop,0.125,0.122,Goldroom,50.0,0.0391,0.715,1.0,0.222,Silhouette,0.0
4Ve2rEC6QHuhjf2D2t1CW4,144.956,soul,212849.0,0.69,-5.616,0.239,Pop Fun and Christmas Music 2022,Hip-Hop/R&B,7.42e-06,0.114,Surfaces,0.0,0.0453,0.764,1.0,0.501,Take It Easy,6.0
4VeCg1rkHHiu1utqoNNUhH,166.253,rap,321693.0,0.582,-9.644,0.0177,On the Outside Looking In,Hip-Hop/R&B,0.0,0.0928,8Ball & MJG,30.0,0.388,0.823,1.0,0.278,Lay It Down,11.0
4VeOCv5ybM0IyhPkiAMxEt,105.994,cantopop,152570.0,0.353,-14.36,0.194,你說之後會找我,Pop,0.44,0.121,my little airport,31.0,0.0291,0.349,1.0,0.211,心,0.0
4VedfquAzkjR15ntcWmNfL,114.907,grunge,329240.0,0.824,-6.567,5.18e-05,Celebrity Skin,Rock,0.0337,0.368,Hole,59.0,0.0403,0.449,0.0,0.223,Petals,4.0
4Vfgc4BdSKM2hRlkaRFc9C,96.777,blues,190373.0,0.489,-9.063,0.0162,Deuces Wild,Jazz/Blues,0.000111,0.106,B.B. King;Paul Carrack,58.0,0.0268,0.425,1.0,0.497,Bring It On Home To Me,0.0
4Vfp7ltqauQbiPSq1G4j2F,131.61,sleep,230675.0,0.433,-27.474,0.897,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,Ambient/Chill,0.93,0.232,Weißes Rauschen HD,44.0,0.055,0.156,0.0,1e-05,Seeufer-Wellen,0.0
4Vg7M29rIPeLJwYCLHdRh2,158.445,black-metal,1455781.0,0.65,-11.909,0.000163,Intet • Altet,Metal,0.207,0.141,ORM,23.0,0.0738,0.102,0.0,0.0605,"Floden, som kan skabe",6.0
4VgCVaHTTfiuNjYTvHbGxm,172.611,sad,154455.0,0.408,-9.061,0.448,SkinTheBone,Mood,0.059,0.118,NothingNothingNothing,44.0,0.0863,0.574,1.0,0.17,SkinTheBone,0.0
4VgEM12OeaN3GyBV487Me7,146.525,pop,232680.0,0.89,-3.409,0.000143,Greatest Hits: God's Favorite Band,Pop,0.0,0.888,Green Day,67.0,0.0342,0.552,1.0,0.716,Holiday,8.0
4VgM8bWHJVdsUfS416FJ2L,127.888,chill,161970.0,0.441,-8.328,0.663,weak lofi,Ambient/Chill,0.0,0.17,creamy;untrusted;11:11 Music Group,9.0,0.0423,0.705,1.0,0.493,weak lofi,7.0
4VgUJ2kOgdrCWf8gF0puHK,85.959,indian,125123.0,0.487,-10.473,0.879,Noor-Kasauli,World,0.000225,0.0999,Amartya Bobo Rahut,46.0,0.0943,0.749,1.0,0.756,Noor-Kasauli,6.0
4VgYtXCVJ7IbWAZ5ryfvEQ,188.09,latino,194892.0,0.808,-2.409,0.415,Muévelo,Latin,1.39e-05,0.565,Nicky Jam;Daddy Yankee,68.0,0.0489,0.594,1.0,0.919,Muévelo,7.0
4VgdhAy0DBSF5hbbKzTEdS,84.551,punk-rock,153994.0,0.951,-3.279,0.032,FANDOM,Alternative,7.14e-05,0.336,Waterparks,59.0,0.068,0.595,1.0,0.873,Telephone,8.0
4VginDwYTP2eaHJzO0QMjG,120.003,pop,214907.0,0.758,-3.537,0.233,Circles,Pop,0.00144,0.0924,Post Malone,49.0,0.0402,0.704,1.0,0.534,Circles,0.0
4VgpcmklfBbPokJHWzwFo0,149.48,grindcore,412173.0,0.95,-5.686,0.00402,Horror of the Zombies,Metal,0.589,0.187,Impetigo,11.0,0.234,0.208,1.0,0.0935,Mortuaria,8.0
4Vh2XXiHc5bYMtynfKvDf4,155.98,club,260207.0,0.566,-9.999,0.00266,In Search of Darkness (Original Documentary Soundtrack),Electronic,0.878,0.355,Kick Puncher,15.0,0.0491,0.475,1.0,0.255,Midnight Escape Finale,7.0
4VhR9r9zgzikeruUScgj8A,92.995,piano,181358.0,0.583,-6.985,0.016,Human (Deluxe),Classical,8.49e-05,0.0703,OneRepublic,47.0,0.0309,0.59,0.0,0.234,Savior,9.0
4VhlHWOhdRmERGmhqPE0tb,109.02,cantopop,222440.0,0.634,-8.288,0.53,值得愛,Pop,0.0,0.0964,Jay Fung,20.0,0.0297,0.695,1.0,0.693,世界劇團,0.0
4ViXbUw52jlRpAlttrUeJ5,135.932,mandopop,164232.0,0.737,-4.956,0.57,馬拉美的星期二,Pop,0.0,0.0602,吳青峰;Maîtrise Saint-Marc - Les Choristes,42.0,0.0661,0.529,1.0,0.234,(......催眠大師)(feat. Maîtrise Saint-Marc - Les Choristes),7.0
4Vj1cvf4hOjL8jc6wOuSrD,157.504,study,144000.0,0.303,-9.943,0.918,Coffee Brewing,Ambient/Chill,0.933,0.189,Sless Praismo;Frogman,35.0,0.237,0.517,0.0,0.396,Coffee Brewing,11.0
4Vj87djVCOMooRJbVhzJwG,118.972,disco,191596.0,0.461,-10.624,0.0806,Polej mi vodki,Electronic,0.37,0.0989,Dr. SWAG,32.0,0.0406,0.795,1.0,0.563,Polej mi vodki,0.0
4VjCZgSxCQOKw0XM2NpK5q,132.976,rock,190000.0,0.665,-6.177,0.236,Deserter,Rock,0.0,0.028,Crystal Tides,18.0,0.039,0.546,1.0,0.666,Deserter,8.0
4Vjc2hFx7GT7YtyfRmomgR,99.792,edm,238000.0,0.619,-8.698,0.0659,Self Portrait in 3 Colors,Electronic,0.000607,0.168,Dirty Honkers,38.0,0.227,0.626,1.0,0.611,Street Lamp Swing,1.0
4Vjn6MWcGH6gN6waUAXnSE,120.999,r&b,290880.0,0.783,-5.049,0.0352,La dictature,Hip-Hop/R&B,2.01e-06,0.0673,MZ,44.0,0.0823,0.918,0.0,0.851,MD - Radio Edit,9.0
4Vk7RiaqnO6FrPd5hUYdsZ,92.02,latin,232813.0,0.825,-3.596,0.166,Homecoming Latin Party,Latin,3.48e-06,0.116,Chris Jedi;Young Miko;Lunay,0.0,0.0585,0.804,1.0,0.662,Condado,11.0
4Vk9JVC3eBEY35i7JgkSTG,176.904,r&b,253347.0,0.547,-10.599,0.721,Wide Awake,Hip-Hop/R&B,0.119,0.0852,Joy Kills Sorrow,2.0,0.0321,0.589,1.0,0.599,Such Great Heights,7.0
4Vks1EVnEVZzMLpddCVx6e,131.253,garage,147533.0,0.989,-2.03,0.0021,andymori,Electronic,0.016,0.0711,andymori,33.0,0.109,0.342,0.0,0.735,everything is my guitar,8.0
4VlESxa0rw8w54oZDeCP1C,105.922,r&b,203833.0,0.765,-2.955,0.376,Red John - EP,Hip-Hop/R&B,2.88e-05,0.119,Theblackboyjohn,13.0,0.0408,0.914,0.0,0.844,Flex,5.0
4VlJMfwRPnJHZ60TDZDshW,96.01,afrobeat,199876.0,0.441,-9.626,0.668,52 Weeks of Summer,World,3.96e-05,0.116,Jor'dan Armstrong,19.0,0.172,0.72,0.0,0.309,Came Up,5.0
4VlgNVgennpDtkge1jqhxT,112.013,party,197450.0,0.903,-3.055,0.044,Der Uwe Ist Da,Mood,0.0,0.345,UWE! - Der Kreisligatrainer,29.0,0.164,0.674,0.0,0.527,Der Uwe ist da,6.0
4VmWfFp2jmMv3FccGdsE71,139.695,folk,328594.0,0.396,-11.889,0.842,Jonaki Raati,Folk/Country,0.00078,0.367,Papon,34.0,0.0388,0.464,1.0,0.423,Phagunare Pasuwa Baa,4.0
4VmhnxjttXauthEIexNp49,160.313,iranian,338604.0,0.971,-5.101,1.89e-05,Room No.X,World,0.792,0.162,Mordab,0.0,0.261,0.245,0.0,0.308,Cold Infection,4.0
4Vng7f02Hz7XvPFsC1qFjl,134.082,rockabilly,153240.0,0.451,-8.19,0.822,"A's, B's & EP's",Rock,1.25e-06,0.151,Herman's Hermits,54.0,0.0315,0.589,1.0,0.734,I'm into Something Good,0.0
4Vo4decgmNGWUfQMIBSCX0,125.988,idm,316200.0,0.924,-6.351,0.00228,zero,Electronic,0.7,0.18,Susumu Yokota,10.0,0.043,0.742,1.0,0.69,Could Heaven Ever Be Like This,7.0
4VoEYrlFyuuKBRj4Q1uw0g,141.084,german,151776.0,0.646,-6.376,0.011,SUPERGIRL,Regional,2.56e-05,0.0961,Disarstar,37.0,0.095,0.755,1.0,0.622,HUNGER,8.0
4VoJCUgNmnqG2qF0peDBkw,91.921,acoustic,218800.0,0.315,-10.057,0.96,No More Doubt,Folk/Country,0.00596,0.0979,Stephen Speaks,67.0,0.0291,0.538,1.0,0.4,Out of My League,0.0
4VoXQm2FFuiTj2crflcCnd,160.239,latin,183000.0,0.509,-11.204,0.0775,Mind Games,Latin,0.000115,0.142,Chris Espo,34.0,0.0901,0.61,0.0,0.296,Mind Games,6.0
4VooxXqh0kzJwejzx2ounP,107.431,samba,303106.0,0.738,-9.625,0.602,Escumalha,Latin,0.0124,0.125,Douglas Germano,37.0,0.0495,0.673,0.0,0.903,Àgbá,4.0
4Voq8kIasVCVvtVnGpuQq3,131.988,r&b,266896.0,0.533,-7.976,0.00249,Knock Knock 2,Hip-Hop/R&B,1.45e-06,0.192,CHO,32.0,0.104,0.597,0.0,0.217,Bombay (feat. Sembem & Sjaak),11.0
4VovlZD2uzSXIS90riyCb9,163.97,electro,195191.0,0.643,-4.72,0.0036,20's Rock,Electronic,0.0,0.243,Nessa Barrett;jxdn,0.0,0.0416,0.484,1.0,0.345,la di die,1.0
4Voz1fxpNPYB1mq5Nc9i6m,107.112,groove,169173.0,0.99,-4.371,1.98e-05,The End Of All Things To Come,Metal,0.0675,0.318,Mudvayne,26.0,0.102,0.569,1.0,0.417,Solve et Coagula,1.0
4Vp9uIMjHdbmRzRZMUV8EQ,126.016,detroit-techno,401771.0,0.777,-11.129,6.66e-05,Ostgut Ton Fünfzehn + 1,Electronic,0.815,0.11,Ryan Elliott;André Galluzzi,14.0,0.0458,0.747,1.0,0.286,Fontane,1.0
4VpBbvKrvmEQJEm3pQPYkY,127.953,j-dance,259519.0,0.956,-3.388,0.0673,WAVINESS,Regional,0.0,0.159,CTS,32.0,0.0897,0.506,1.0,0.414,"Love the past, Play the future",3.0
4VpLpbz9utyE9vAlKn8Zfs,115.841,honky-tonk,156333.0,0.726,-10.817,0.615,A Taste Of Texas,Folk/Country,1.2e-06,0.174,George Jones,10.0,0.0778,0.723,1.0,0.754,You Can't Get The Hell Out Of Texas,0.0
4VqPOruhp5EdPBeR92t6lQ,128.019,rock,304840.0,0.905,-4.046,0.000202,The Resistance,Rock,0.064,0.117,Muse,75.0,0.0775,0.602,1.0,0.411,Uprising,2.0
4VrIKe300wvihERAqkWyEb,84.995,cantopop,177426.0,0.464,-7.378,0.764,仍然是最愛,Pop,0.0,0.135,陳秀雯,20.0,0.0263,0.65,1.0,0.757,風箏,11.0
4VrTXN7XmHmFoNpQfliPNA,152.013,show-tunes,333373.0,0.799,-3.593,0.59,Aşk Ne Demek Bilen Var Mi,Soundtrack,0.0941,0.505,Serkan Kaya,22.0,0.0887,0.555,0.0,0.406,Yar,7.0
4VrWlk8IQxevMvERoX08iC,117.089,dance,216120.0,0.787,-2.88,0.0197,1000 Forms Of Fear,Electronic,6.07e-05,0.0685,Sia,80.0,0.0499,0.399,1.0,0.572,Chandelier,1.0
4Vrcjv4sJDfxvhaj1uWqr0,120.085,pop,149460.0,0.407,-9.671,0.628,Munbe Vaa,Pop,1.73e-06,0.12,Joshua Aaron,66.0,0.0334,0.51,1.0,0.22,Munbe Vaa,1.0
4VsGKABwzD4SlPsVXhIgSE,101.978,j-dance,220464.0,0.623,-5.339,0.181,Parts Of The Puzzle,Regional,0.000259,0.165,Busy Signal,51.0,0.061,0.859,0.0,0.807,Stay So,8.0
4VsPj1Kmj1z5PoAzCXkxlO,103.991,rockabilly,124598.0,0.958,-3.923,0.334,Howlin,Rock,0.223,0.285,The Delta Bombers,22.0,0.0767,0.714,0.0,0.773,Howlin,9.0
